5,2.043,0.239,0.0,0.042,0.0,0.0,0.0,0.158,0.053,0.158,5.385,6.217,4.963,2.54,0.322
1,1.3,0.1,0.0,0.071,0.0,0.0,0.0,0.5,0.0,0.5,5.262,4.2,3.738,1.737,0.286
7,3.5,0.042,0.0,0.101,0.011,0.0,0.0,0.0,0.0,0.167,6.629,14.833,4.489,6.023,0.471
3,2.167,0.028,0.0,0.082,0.0,0.0,0.0,0.0,0.111,0.0,5.311,10.167,4.111,4.113,0.333
3,3.667,0.038,0.333,0.086,0.0,0.0,0.0,0.077,0.077,0.0,4.548,15.5,4.533,6.256,0.375
1,1.429,0.06,0.429,0.086,0.0,0.0,0.0,0.0,0.0,0.0,5.343,10.0,4.248,4.051,0.219
8,10.5,0.025,0.0,0.066,0.0,0.0,0.0,0.0,0.2,0.0,5.882,38.0,4.331,15.289,0.342
1,5.0,0.071,0.5,0.093,0.0,0.0,0.0,0.0,0.0,0.0,5.233,21.5,3.761,8.656,0.278
15,2.5,0.288,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,6.952,21.0,3.738,8.4,0.389
6,65.0,0.293,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,5.646,79.0,4.369,31.651,0.314
9,4.071,0.065,0.357,0.052,0.01,0.0,0.0,0.037,0.074,0.0,5.067,15.0,5.347,6.048,0.393
6,10.333,0.937,0.0,0.114,0.0,0.0,0.0,0.0,0.0,0.0,5.532,26.333,4.369,10.599,0.516
5,4.75,0.141,0.25,0.048,0.0,0.0,0.0,0.25,0.0,0.25,5.565,15.5,4.127,6.252,0.208
2,1.625,0.99,0.0,0.086,0.0,0.0,0.0,0.0,0.0,0.0,5.471,4.375,4.248,1.801,0.382
5,6.2,0.188,0.4,0.031,0.016,0.0,0.0,0.0,0.0,0.0,4.828,25.6,4.852,10.278,0.267
0,1.0,0.036,0.0,0.033,0.0,0.0,0.0,0.5,0.25,0.25,4.667,6.0,3.401,2.44,0.357
9,2.667,0.972,0.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0,5.253,9.667,4.466,3.913,0.133
1,2.0,0.055,1.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,5.688,16.0,2.773,6.45,0.25
1,1.0,0.071,1.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,6.071,14.0,2.639,5.686,0.25
4,8.0,0.225,0.0,0.069,0.0,0.0,0.0,0.0,0.0,0.0,5.207,29.0,3.367,11.641,1.0
26,10.571,0.193,0.286,0.037,0.011,0.0,0.0,0.1,0.05,0.05,5.532,27.143,5.247,10.92,0.278
17,2,0.137,0.0,0.0,0.0,0.0,0.0,0,0,0,8.971,35.0,3.555,14.057,0.412
10,39.5,0.267,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,5.619,52.5,4.654,21.057,0.396
25,17.5,0.187,0.0,0.024,0.0,0.0,0.0,0.143,0.143,0.0,7.429,42.0,4.431,16.824,0.5
8,5.875,0.115,0.25,0.051,0.0,0.0,0.0,0.045,0.045,0.0,5.373,14.75,4.771,5.964,0.232
8,3.083,0.083,0.0,0.066,0.016,0.0,0.0,0.0,0.0,0.0,5.336,10.167,4.804,4.136,0.532
6,4.429,0.036,0.0,0.078,0.0,0.0,0.0,0.0,0.0,0.0,5.364,18.429,4.86,7.427,0.274
6,2.6,0.077,0.0,0.106,0.0,0.0,0.0,0.0,0.2,0.0,5.553,9.4,3.85,3.82,0.556
5,3.889,0.999,0.0,0.092,0.008,0.0,0.0,0.1,0.0,0.1,5.779,14.556,4.875,5.923,0.258
8,3.2,0.049,0.2,0.058,0.0,0.0,0.0,0.0,0.0,0.091,5.388,20.6,4.635,8.287,0.442
0,2.25,0.151,0.0,0.089,0.022,0.0,0.0,0.0,0.0,0.0,5.156,11.25,3.807,4.562,0.5
11,14.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.604,53.0,3.97,21.268,0.25
3,5.667,0.028,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,7.64,29.667,4.489,11.943,0.184
12,6.857,0.045,0.143,0.052,0.01,0.0,0.0,0.0,0.0,0.0,6.313,13.714,4.564,5.556,0.203
6,3.067,0.073,0.333,0.049,0.005,0.0,0.0,0.038,0.038,0.038,5.093,12.2,5.209,4.926,0.275
13,4.0,0.035,0.0,0.111,0.012,0.0,0.0,0.0,0.25,0.0,6.333,40.5,4.394,16.235,0.256
4,4.25,0.094,0.25,0.083,0.01,0.0,0.0,0.0,0.0,0.0,5.667,24.0,4.564,9.675,0.378
6,2.364,0.021,0.273,0.057,0.014,0.0,0.0,0.125,0.25,0.0,5.021,12.818,4.949,5.181,0.305
0,5.0,0.053,1.0,0.095,0.0,0.0,0.0,0.5,0.5,0.0,4.524,21.0,3.045,8.419,0.6
16,9.667,0.113,0.5,0.067,0.007,0.0,0.0,0.087,0.0,0.087,5.447,25.0,5.011,10.08,0.247
11,10.0,0.11,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0,5.693,25.0,4.317,10.027,0.382
2,1.1,0.031,0.0,0.081,0.0,0.0,0.0,0.0,0.0,0.0,6.339,6.2,4.127,2.59,0.242
2,1.0,0.09,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,5.563,16.0,2.773,6.45,0.222
8,14.667,0.174,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,6.281,21.333,4.159,8.589,0.294
7,9.667,0.992,0.0,0.105,0.035,0.0,0.0,0.0,0.0,0.0,5.912,19.0,4.043,7.649,0.571
6,3.5,0.068,0.5,0.044,0.015,0.0,0.0,0.222,0.0,0.222,4.941,17.0,4.22,6.847,0.097
11,17.0,0.234,1.0,0.038,0.013,0.0,0.0,0.111,0.0,0.111,5.848,79.0,4.369,31.661,0.189
5,6.667,0.152,0.0,0.061,0.0,0.0,0.0,0.0,0.0,0.0,6.163,16.333,3.892,6.631,0.179
14,10.0,0.065,0.167,0.054,0.0,0.0,0.0,0.0,0.045,0.0,5.958,27.667,5.112,11.127,0.326
4,3.308,0.969,0.0,0.072,0.013,0.0,0.0,0.111,0.111,0.0,5.131,11.769,5.03,4.765,0.361
5,6.6,0.086,0.2,0.045,0.027,0.0,0.0,0.25,0.167,0.167,5.613,22.2,4.71,8.97,0.32
9,3.143,0.118,0.286,0.079,0.009,0.0,0.0,0.0,0.0,0.0,5.877,16.286,4.736,6.581,0.327
4,7.8,0.041,0.0,0.086,0.012,0.0,0.0,0.0,0.0,0.0,5.642,16.2,4.394,6.539,0.289
1,2.0,0.028,0.5,0.037,0.0,0.0,0.0,0.0,0.0,0.0,5.222,13.5,3.296,5.444,0.125
1,6.0,0.133,1.0,0.135,0.0,0.0,0.0,0.0,0.0,0.0,5.108,37.0,3.611,14.854,0.375
7,17.5,0.111,0.0,0.089,0.0,0.0,0.0,0.0,0.0,0.1,6.75,28.0,4.025,11.271,0.345
6,7.0,0.087,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,5.714,42.0,3.738,16.857,0.471
4,4.333,0.09,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,5.982,9.333,4.025,3.79,0.276
7,69.0,0.271,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,5.643,98.0,4.585,39.245,0.41
10,3.789,0.044,0.316,0.092,0.004,0.0,0.0,0.094,0.0,0.094,5.452,13.737,5.565,5.565,0.411
6,8.333,0.156,0.0,0.065,0.0,0.0,0.0,0.2,0.2,0.2,5.731,31.0,4.533,12.469,0.341
4,3.5,0.056,0.25,0.109,0.011,0.0,0.0,0.0,0.0,0.0,5.424,23.0,4.522,9.287,0.3
7,3.667,0.024,0.167,0.036,0.0,0.0,0.0,0.0,0.0,0.0,5.17,18.667,4.718,7.51,0.294
5,6.8,0.971,0.0,0.117,0.0,0.0,0.0,0.25,0.5,0.0,5.641,20.6,4.635,8.298,0.475
5,2.6,0.041,0.1,0.095,0.009,0.0,0.0,0.0,0.0,0.0,5.103,11.6,4.754,4.695,0.349
1,3.667,0.067,0.333,0.064,0.011,0.0,0.0,0.067,0.133,0.067,5.404,10.444,4.543,4.258,0.341
4,9.0,0.078,1.0,0.057,0.0,0.0,0.0,0.0,0.0,0.0,5.143,35.0,3.555,14.023,0.429
3,1.857,0.034,0.286,0.056,0.0,0.0,0.0,0.0,0.0,0.0,5.736,10.286,4.277,4.192,0.448
7,70.0,0.27,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,5.628,94.0,4.543,37.647,0.462
0,5,0.061,0.0,0.174,0.0,0.0,0.0,0,0,0,5.739,7.667,3.135,3.154,0.167
7,2.25,0.107,0.0,0.066,0.013,0.0,0.0,0.0,0.0,0.0,4.934,9.5,4.331,3.842,0.314
5,3.0,0.872,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,5.22,10.25,3.714,4.149,0.6
4,2.0,0.279,0.333,0.06,0.0,0.0,0.0,0.0,0.0,0.0,5.56,16.667,3.912,6.731,0.348
4,4.667,0.111,0.333,0.07,0.0,0.0,0.0,0.0,0.0,0.0,5.577,23.667,4.263,9.563,0.344
1,2.5,0.041,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,5.407,13.5,3.989,5.452,0.261
2,2.667,0.027,0.0,0.031,0.063,0.0,0.0,0.0,0.0,0.0,5.688,10.667,3.466,4.304,0.188
2,6.167,0.137,0.167,0.012,0.012,0.0,0.0,0.333,0.333,0.0,4.988,13.667,4.407,5.506,0.406
7,9.0,0.15,0.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,6.186,21.5,3.761,8.656,0.227
14,9.0,0.098,0.0,0.0,0.036,0.0,0.0,0.0,0.0,0.0,6.357,56.0,4.025,22.45,0.294
5,3.667,0.283,0.333,0.051,0.0,0.0,0.0,0.0,0.0,0.167,5.356,19.667,4.078,7.921,0.36
5,11.0,0.074,0.0,0.184,0.0,0.0,0.0,0.0,0.0,0.0,6.053,38.0,3.638,15.274,0.75
14,12.0,0.22,0.0,0.069,0.01,0.0,0.0,0.125,0.25,0.0,5.584,25.25,4.615,10.144,0.421
6,4.4,0.049,0.2,0.045,0.0,0.0,0.0,0.0,0.0,0.0,5.591,13.2,4.19,5.371,0.257
7,1.714,0.044,0.143,0.086,0.0,0.0,0.0,0.231,0.077,0.154,4.781,18.286,4.852,7.349,0.357
10,7.0,0.245,0.0,0.095,0.0,0.0,0.0,0.0,0.0,0.0,8.762,21.0,3.738,8.543,0.611
11,2.615,0.321,0.0,0.05,0.008,0.0,0.0,0.077,0.077,0.0,6.017,9.154,4.779,3.715,0.356
5,2.833,0.231,0.0,0.067,0.017,0.0,0.0,0.2,0.2,0.1,4.908,9.917,4.779,4.0,0.381
12,20.5,0.134,0.5,0.121,0.0,0.0,0.0,0.1,0.1,0.1,6.486,53.5,4.673,21.482,0.434
7,4.375,0.03,0.25,0.07,0.005,0.0,0.0,0.0,0.0,0.0,5.721,26.875,5.371,10.817,0.351
5,5.0,0.13,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,4.924,13.143,4.522,5.296,0.3
8,3.636,0.178,0.182,0.129,0.006,0.0,0.0,0.0,0.0,0.0,5.656,14.818,5.094,5.996,0.471
5,4.5,0.041,0.0,0.068,0.0,0.0,0.0,0.667,0.0,0.667,4.932,22.0,3.784,8.845,0.4
3,3.0,0.179,0.143,0.076,0.0,0.0,0.0,0.067,0.067,0.0,5.133,15.0,4.654,6.057,0.356
4,12.5,0.16,0.5,0.103,0.0,0.0,0.0,0.0,0.0,0.0,5.483,29.0,4.06,11.655,0.29
4,3.286,0.083,0.143,0.041,0.0,0.0,0.0,0.0,0.0,0.0,5.163,7.0,3.892,2.841,0.429
6,10.0,0.087,1.0,0.093,0.0,0.0,0.0,0.0,0.0,0.0,5.349,43.0,3.761,17.237,0.389
2,4.0,0.038,0.2,0.135,0.0,0.0,0.0,0.0,0.0,0.0,6.067,20.8,4.644,8.416,0.356
4,4.0,0.028,0.3,0.085,0.008,0.0,0.0,0.0,0.0,0.0,5.574,12.9,4.86,5.238,0.357
2,8.0,0.039,1.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,5.58,50.0,3.912,20.056,0.333
3,6.0,0.161,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,6.389,18.0,3.584,7.289,0.353
7,7.0,0.025,0.0,0.089,0.0,0.0,0.0,0.0,0.0,0.0,6.127,26.333,4.369,10.609,0.314
11,2.417,0.028,0.167,0.066,0.0,0.0,0.0,0.077,0.077,0.0,5.556,12.583,5.017,5.097,0.453
3,6.4,0.087,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,5.24,20.0,4.605,8.052,0.264
14,181.0,0.205,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,6.014,69.0,4.234,27.67,0.4
7,11.0,0.116,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.0,5.486,24.0,4.277,9.644,0.353
12,1.0,0.004,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,12.318,22.0,3.091,8.8,0.833
6,4.909,0.105,0.545,0.058,0.005,0.0,0.0,0.077,0.115,0.038,5.016,17.182,5.242,6.934,0.259
1,1.0,0.017,0.0,0.045,0.0,0.0,0.0,0.333,0.0,0.333,5.5,22.0,3.091,8.855,0.167
3,0.0,0.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,1.946,2.8,0.2
1,2.0,0.102,0.0,0.086,0.0,0.0,0.0,0.0,0.0,0.0,5.629,11.667,3.555,4.735,0.353
1,1.0,0.987,0.0,0.064,0.043,0.0,0.0,0.0,0.0,0.0,4.702,47.0,3.85,18.826,0.353
3,3.556,0.029,0.333,0.047,0.023,0.0,0.0,0.19,0.095,0.143,4.828,14.222,4.852,5.739,0.468
9,3.125,0.257,0.375,0.035,0.0,0.0,0.0,0.0,0.0,0.0,6.047,10.625,4.443,4.306,0.149
1,3.429,0.038,0.143,0.123,0.014,0.0,0.0,0.286,0.286,0.143,5.74,10.429,4.29,4.265,0.286
1,1,0.146,0.0,0.167,0.0,0.0,0.0,0,0,0,6.833,6.0,1.792,2.467,0.5
6,4.8,0.033,0.2,0.091,0.01,0.0,0.0,0.0,0.0,0.0,6.111,19.8,4.595,7.997,0.226
12,5.556,0.28,0.222,0.063,0.017,0.0,0.0,0.056,0.0,0.056,5.32,19.444,5.165,7.814,0.203
1,4.5,0.062,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,6.425,10.0,3.689,4.08,0.25
2,1.778,0.189,0.0,0.103,0.026,0.0,0.0,0.167,0.0,0.167,4.641,8.667,4.357,3.503,0.423
6,8.0,0.042,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,5.567,30.0,3.401,12.053,0.25
3,4.4,0.292,0.0,0.079,0.0,0.0,0.0,0.071,0.0,0.071,5.157,17.8,4.489,7.183,0.244
0,2.0,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.667,3.466,4.342,0.429
13,3.75,0.025,0.167,0.101,0.009,0.0,0.0,0.077,0.038,0.038,6.062,18.917,5.425,7.636,0.313
1,1.25,0.03,0.0,0.114,0.0,0.0,0.0,0.0,0.0,0.0,5.657,8.75,3.555,3.591,0.5
9,10.667,0.059,1.0,0.016,0.008,0.0,0.0,0.111,0.0,0.111,5.643,43.0,4.86,17.262,0.259
1,0,0.2,0.0,0.2,0.0,0.0,0.0,0,0,0,5.0,5.0,1.609,2.08,0.5
3,3.8,0.116,0.0,0.065,0.0,0.0,0.0,0.0,0.0,0.0,5.413,9.2,3.829,3.741,0.538
2,5.0,0.099,0.0,0.061,0.0,0.0,0.0,0.0,0.333,0.0,5.143,24.5,3.892,9.849,0.263
3,4.667,0.017,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,5.85,20.0,4.094,8.06,0.44
5,6.0,0.028,0.333,0.043,0.0,0.0,0.0,0.143,0.0,0.143,5.38,30.667,4.522,12.315,0.261
7,4.667,0.907,0.0,0.087,0.013,0.0,0.0,0.0,0.0,0.0,5.513,13.333,4.382,5.398,0.444
6,7.714,0.686,0.143,0.013,0.0,0.0,0.0,0.0,0.0,0.0,5.447,10.857,4.331,4.416,0.216
18,2.875,0.164,0.125,0.096,0.0,0.0,0.0,0.0,0.0,0.0,6.274,16.875,4.905,6.8,0.492
17,8.5,0.082,0.25,0.016,0.024,0.0,0.0,0.105,0.0,0.105,5.465,31.75,4.844,12.725,0.288
5,3.143,0.034,0.286,0.063,0.0,0.0,0.0,0.091,0.0,0.091,4.714,16.0,4.718,6.436,0.419
12,9.2,0.038,0.6,0.007,0.007,0.0,0.0,0.111,0.0,0.111,5.441,29.0,4.977,11.655,0.229
6,2.7,0.336,0.2,0.047,0.0,0.0,0.0,0.077,0.0,0.077,5.355,10.7,4.673,4.351,0.158
1,5.0,0.077,0.333,0.053,0.0,0.0,0.0,0.0,0.0,0.0,5.439,19.0,4.043,7.649,0.286
3,3.0,0.142,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,5.62,10.0,3.912,4.04,0.107
2,4.0,0.045,0.182,0.034,0.009,0.0,0.0,0.059,0.0,0.059,5.336,10.545,4.754,4.297,0.24
7,2.714,0.032,0.0,0.045,0.009,0.0,0.0,0.167,0.0,0.167,5.339,16.0,4.718,6.464,0.455
8,3.143,0.017,0.571,0.098,0.0,0.0,0.0,0.167,0.0,0.167,5.427,20.429,4.963,8.219,0.222
6,19.0,0.948,0.0,0.053,0.0,0.0,0.0,0.2,0.2,0.0,6.281,57.0,4.043,22.856,0.3
5,3.333,0.989,0.0,0.081,0.0,0.0,0.0,0.0,0.0,0.0,5.018,12.333,4.71,4.984,0.4
5,3.75,0.034,0.25,0.034,0.0,0.0,0.0,0.0,0.0,0.0,5.492,14.75,4.078,5.947,0.24
0,7,0.127,0.0,0.0,0.0,0.0,0.0,0,0,0,5.462,6.5,2.565,2.662,0.286
14,36.0,0.727,0.0,0.056,0.019,0.0,0.0,0.2,0.2,0.0,6.815,54.0,3.989,21.615,0.323
6,3.0,0.067,0.261,0.063,0.004,0.0,0.0,0.069,0.0,0.069,5.313,9.739,5.412,3.976,0.373
12,25.0,0.121,0.5,0.086,0.0,0.0,0.0,0.143,0.0,0.143,5.731,46.5,4.533,18.669,0.5
7,67.0,0.26,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,5.742,93.0,4.533,37.256,0.366
2,15.0,0.194,0.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,5.957,70.0,4.248,28.097,0.556
2,5.0,0.05,1.0,0.103,0.0,0.0,0.0,0.0,0.0,0.0,4.793,29.0,3.367,11.641,0.417
7,14.0,0.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.395,19.0,3.638,7.642,0.385
1,4.5,0.08,0.5,0.114,0.0,0.0,0.0,0.167,0.167,0.167,5.091,22.0,3.784,8.845,0.412
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,59.0,1.0,0.0,0.4,0
2,8.333,0.09,0.0,0.095,0.014,0.0,0.0,0.143,0.0,0.143,5.405,24.667,4.304,9.937,0.333
15,16.5,0.1,0.5,0.029,0.0,0.0,0.0,0.0,0.0,0.0,6.203,69.0,4.927,27.649,0.235
17,2,0.201,0.0,0.0,0.0,0.0,0.0,0,0,0,10.96,25.0,3.219,10.08,0.4
7,4.333,0.013,0.167,0.1,0.0,0.0,0.0,0.0,0.083,0.0,6.16,16.667,4.605,6.755,0.319
0,8.0,0.111,0.0,0.105,0.0,0.0,0.0,0.0,0.0,0.0,5.684,19.0,2.944,7.663,0.154
14,17.5,0.102,0.5,0.037,0.0,0.0,0.0,0.0,0.0,0.0,6.487,40.0,4.382,16.03,0.208
11,14.5,0.256,1.0,0.057,0.0,0.0,0.0,0.143,0.143,0.0,5.057,53.0,4.663,21.257,0.375
9,5.333,0.056,0.333,0.068,0.0,0.0,0.0,0.0,0.0,0.0,5.225,24.667,5.403,9.926,0.347
3,2.833,0.045,0.167,0.028,0.0,0.0,0.0,0.2,0.2,0.0,4.69,11.833,4.263,4.761,0.417
1,5.667,0.963,0.0,0.066,0.0,0.0,0.0,0.0,0.0,0.0,5.418,20.333,4.804,8.186,0.39
4,3.5,0.042,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,6.222,6.75,3.296,2.759,0.25
2,10.0,0.799,0.0,0.029,0.029,0.0,0.0,0.0,0.0,0.0,6.0,17.0,3.526,6.894,0.316
5,3.0,0.043,0.0,0.033,0.008,0.0,0.0,0.0,0.0,0.0,5.008,15.0,4.787,6.067,0.214
4,7.5,0.06,0.5,0.095,0.0,0.0,0.0,0.0,0.0,0.0,5.952,21.0,3.738,8.438,0.421
2,2.2,0.138,0.2,0.14,0.0,0.0,0.0,0.0,0.0,0.0,5.088,11.4,4.043,4.616,0.292
4,5.0,0.132,0.4,0.058,0.01,0.0,0.0,0.143,0.143,0.0,4.738,20.6,4.635,8.267,0.378
7,4.2,0.067,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,5.964,11.0,4.007,4.422,0.133
19,8.714,0.065,0.143,0.051,0.005,0.0,0.0,0.0,0.091,0.0,5.061,28.286,5.288,11.355,0.295
2,2.0,0.063,0.0,0.086,0.0,0.0,0.0,0.0,0.0,0.0,5.4,8.75,3.555,3.58,0.357
7,3.846,0.1,0.385,0.073,0.006,0.0,0.0,0.042,0.0,0.042,5.207,12.615,5.1,5.102,0.382
11,4.0,0.026,0.0,0.041,0.0,0.0,0.0,0.111,0.0,0.111,5.338,18.125,4.977,7.291,0.235
6,3.667,0.019,0.333,0.065,0.013,0.0,0.0,0.0,0.0,0.0,5.403,25.667,4.344,10.34,0.324
7,6.0,0.029,0.333,0.107,0.0,0.0,0.0,0.0,0.0,0.0,5.364,40.333,4.796,16.186,0.34
8,6.4,0.165,0.2,0.059,0.01,0.0,0.0,0.1,0.0,0.1,4.98,20.2,4.615,8.12,0.306
6,3.125,0.038,0.0,0.091,0.03,0.0,0.0,1.0,1.0,0.0,5.197,8.25,4.19,3.361,0.4
7,5.571,0.05,0.286,0.063,0.0,0.0,0.0,0.0,0.045,0.0,5.377,22.714,5.069,9.151,0.381
3,2.0,0.158,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0,5.316,4.75,2.944,1.963,0.5
1,2.167,0.173,0.0,0.041,0.02,0.0,0.0,0.0,0.0,0.0,4.959,8.167,3.892,3.291,0.625
9,75.0,0.273,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,5.75,96.0,4.564,38.467,0.366
0,4,0.025,0.0,0.067,0.0,0.0,0.0,0,0,0,5.4,15.0,2.708,6.053,0.25
3,9.0,0.198,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,6.143,14.0,2.639,5.657,0.182
3,5,0.084,0.0,0.0,0.0,0.0,0.0,0,0,0,8.636,11.0,2.398,4.473,0.25
26,5.917,0.193,0.083,0.057,0.005,0.0,0.0,0.12,0.08,0.04,5.679,17.417,5.342,7.026,0.286
1,6,0.015,0.0,0.083,0.042,0.0,0.0,0,0,0,5.458,12.0,3.178,4.85,0.5
13,11.4,0.055,0.4,0.056,0.006,0.0,0.0,0.04,0.04,0.08,5.704,35.8,5.187,14.38,0.295
0,3,0.086,0.0,0.091,0.0,0.0,0.0,0,0,0,5.273,5.5,2.398,2.273,1.0
6,3.238,0.132,0.048,0.055,0.0,0.0,0.0,0.0,0.0,0.063,5.811,7.81,5.1,3.207,0.388
3,4.5,0.113,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,6.014,17.25,4.234,6.975,0.471
1,2.5,0.037,0.25,0.048,0.0,0.0,0.0,0.0,0.0,0.0,5.762,10.5,3.738,4.238,0.3
4,3.4,0.073,0.2,0.074,0.0,0.0,0.0,0.111,0.111,0.111,4.667,16.2,4.394,6.524,0.433
